03-03-2026 14:29:35-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
04-03-2026 17:58:44-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Artefacts/Prefabs success
04-03-2026 17:59:49-debug: refresh db internal success
04-03-2026 17:59:49-debug: asset-db:worker-effect-data-processing (109ms)
04-03-2026 17:59:49-debug: refresh db assets success
04-03-2026 17:59:49-debug: asset-db:refresh-all-database (150ms)
04-03-2026 18:00:02-debug: refresh db internal success
04-03-2026 18:00:02-debug: asset-db:worker-effect-data-processing (93ms)
04-03-2026 18:00:02-debug: refresh db assets success
04-03-2026 18:00:02-debug: asset-db:refresh-all-database (111ms)
04-03-2026 18:00:03-debug: refresh db internal success
04-03-2026 18:00:03-debug: asset-db:worker-effect-data-processing (69ms)
04-03-2026 18:00:03-debug: refresh db assets success
04-03-2026 18:00:03-debug: asset-db:refresh-all-database (99ms)
04-03-2026 18:00:06-debug: refresh db internal success
04-03-2026 18:00:06-debug: asset-db:worker-effect-data-processing (65ms)
04-03-2026 18:00:06-debug: refresh db assets success
04-03-2026 18:00:06-debug: asset-db:refresh-all-database (98ms)
04-03-2026 18:00:10-debug: refresh db internal success
04-03-2026 18:00:10-debug: asset-db:worker-effect-data-processing (51ms)
04-03-2026 18:00:10-debug: refresh db assets success
04-03-2026 18:00:10-debug: asset-db:refresh-all-database (63ms)
04-03-2026 18:00:21-debug: refresh db internal success
04-03-2026 18:00:21-debug: asset-db:worker-effect-data-processing (79ms)
04-03-2026 18:00:21-debug: refresh db assets success
04-03-2026 18:00:21-debug: asset-db:refresh-all-database (94ms)
04-03-2026 18:00:23-debug: refresh db internal success
04-03-2026 18:00:23-debug: asset-db:worker-effect-data-processing (77ms)
04-03-2026 18:00:23-debug: refresh db assets success
04-03-2026 18:00:23-debug: asset-db:refresh-all-database (90ms)
04-03-2026 18:00:31-debug: refresh db internal success
04-03-2026 18:00:31-debug: asset-db:worker-effect-data-processing (59ms)
04-03-2026 18:00:31-debug: refresh db assets success
04-03-2026 18:00:31-debug: asset-db:refresh-all-database (79ms)
04-03-2026 18:00:37-debug: refresh db internal success
04-03-2026 18:00:37-debug: asset-db:worker-effect-data-processing (80ms)
04-03-2026 18:00:37-debug: refresh db assets success
04-03-2026 18:00:37-debug: asset-db:refresh-all-database (98ms)
04-03-2026 18:00:43-debug: refresh db internal success
04-03-2026 18:00:43-debug: asset-db:worker-effect-data-processing (66ms)
04-03-2026 18:00:43-debug: refresh db assets success
04-03-2026 18:00:43-debug: asset-db:refresh-all-database (83ms)
04-03-2026 18:00:50-debug: refresh db internal success
04-03-2026 18:00:50-debug: asset-db:worker-effect-data-processing (87ms)
04-03-2026 18:00:50-debug: refresh db assets success
04-03-2026 18:00:50-debug: asset-db:refresh-all-database (102ms)
04-03-2026 18:00:56-debug: refresh db internal success
04-03-2026 18:00:56-debug: asset-db:worker-effect-data-processing (60ms)
04-03-2026 18:00:56-debug: refresh db assets success
04-03-2026 18:00:56-debug: asset-db:refresh-all-database (76ms)
04-03-2026 18:01:03-debug: Query all assets info in project
04-03-2026 18:01:03-debug: BuildAssetLibrary query-assets with assets 800
04-03-2026 18:01:03-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 18:01:03-debug:   Number of all scenes: 1
04-03-2026 18:01:03-debug:   Number of all scripts: 6
04-03-2026 18:01:03-debug:   Number of other assets: 650
04-03-2026 18:01:03-debug: // ---- build task Query asset bundle ----
04-03-2026 18:01:03-debug: Query asset bundle start0%
04-03-2026 18:01:03-debug: Process: heapTotal 232.56MB heapUsed 199.75MB rss 262.89MB
04-03-2026 18:01:03-debug: // ---- build task Query asset bundle ---- (8ms)
04-03-2026 18:01:03-debug: run build task Query asset bundle success in 8 ms √3%
04-03-2026 18:01:03-debug: Query and organize assets start3%
04-03-2026 18:01:03-debug: // ---- build task Query and organize assets ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.60MB rss 262.91MB
04-03-2026 18:01:03-debug: init bundle assets
04-03-2026 18:01:03-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 18:01:03-debug: Number of scenes: 1
04-03-2026 18:01:03-debug: // ---- build task Query and organize assets ---- (3ms)
04-03-2026 18:01:03-debug: run build task Query and organize assets success in 3 ms √7%
04-03-2026 18:01:03-debug: Organize scripts start7%
04-03-2026 18:01:03-debug: // ---- build task Organize scripts ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.76MB rss 262.98MB
04-03-2026 18:01:03-debug: sort script group...
04-03-2026 18:01:03-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 18:01:03-debug: Init settings and config start10%
04-03-2026 18:01:03-debug: // ---- build task Init settings and config ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.78MB rss 262.98MB
04-03-2026 18:01:03-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 18:01:03-debug: builder.tasks.settings.macro start11%
04-03-2026 18:01:03-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.80MB rss 263.00MB
04-03-2026 18:01:03-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 18:01:03-debug: run build task builder.tasks.settings.macro success in 0 ms √11%
04-03-2026 18:01:03-debug: Sort some build options to settings.json start11%
04-03-2026 18:01:03-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.82MB rss 263.03MB
04-03-2026 18:01:03-debug: // ---- build task Sort some build options to settings.json ---- (2ms)
04-03-2026 18:01:03-debug: // ---- build task custom joint texture layouts ----
04-03-2026 18:01:03-debug: run build task Sort some build options to settings.json success in 2 ms √12%
04-03-2026 18:01:03-debug: custom joint texture layouts start12%
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.88MB rss 263.19MB
04-03-2026 18:01:03-debug: run build task custom joint texture layouts success in 0 ms √12%
04-03-2026 18:01:03-debug: custom joint physics start12%
04-03-2026 18:01:03-debug: // ---- build task custom joint physics ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.90MB rss 263.19MB
04-03-2026 18:01:03-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 18:01:03-debug: // ---- build task Fill script data to settings ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.91MB rss 263.20MB
04-03-2026 18:01:03-debug: Fill script data to settings start13%
04-03-2026 18:01:03-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 18:01:03-debug: Fill scene data to settings start13%
04-03-2026 18:01:03-debug: // ---- build task Fill scene data to settings ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.93MB rss 263.20MB
04-03-2026 18:01:03-debug: // ---- build task Fill scene data to settings ---- (1ms)
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.95MB rss 263.22MB
04-03-2026 18:01:03-debug: run build task Fill scene data to settings success in 1 ms √14%
04-03-2026 18:01:03-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 18:01:03-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 18:01:03-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
04-03-2026 18:01:03-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 18:01:03-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 18:01:03-debug: Process: heapTotal 217.77MB heapUsed 195.97MB rss 263.23MB
04-03-2026 18:01:03-debug: options.md5Cache is false.
04-03-2026 18:01:03-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
04-03-2026 18:01:03-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
04-03-2026 18:01:18-debug: refresh db internal success
04-03-2026 18:01:18-debug: asset-db:worker-effect-data-processing (106ms)
04-03-2026 18:01:18-debug: refresh db assets success
04-03-2026 18:01:18-debug: asset-db:refresh-all-database (138ms)
04-03-2026 18:01:21-debug: refresh db internal success
04-03-2026 18:01:22-debug: asset-db:worker-effect-data-processing (75ms)
04-03-2026 18:01:22-debug: refresh db assets success
04-03-2026 18:01:22-debug: asset-db:refresh-all-database (90ms)
04-03-2026 18:01:30-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene/Game.scene...
04-03-2026 18:01:30-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene/Game.scenebackground: #aaff85; color: #000;color: #000;
04-03-2026 18:01:30-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene success
04-03-2026 18:01:31-debug: Query all assets info in project
04-03-2026 18:01:31-debug: BuildAssetLibrary query-assets with assets 800
04-03-2026 18:01:31-debug:   Number of other assets: 650
04-03-2026 18:01:31-debug: Query asset bundle start0%
04-03-2026 18:01:31-debug: // ---- build task Query asset bundle ----
04-03-2026 18:01:31-debug: Process: heapTotal 235.22MB heapUsed 201.26MB rss 260.11MB
04-03-2026 18:01:31-debug:   Number of all scenes: 1
04-03-2026 18:01:31-debug:   Number of all scripts: 6
04-03-2026 18:01:31-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 18:01:31-debug: // ---- build task Query asset bundle ---- (5ms)
04-03-2026 18:01:31-debug: run build task Query asset bundle success in 5 ms √3%
04-03-2026 18:01:31-debug: Query and organize assets start3%
04-03-2026 18:01:31-debug: // ---- build task Query and organize assets ----
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 196.77MB rss 254.72MB
04-03-2026 18:01:31-debug: init bundle assets
04-03-2026 18:01:31-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 18:01:31-debug: Number of scenes: 1
04-03-2026 18:01:31-debug: // ---- build task Query and organize assets ---- (2ms)
04-03-2026 18:01:31-debug: // ---- build task Organize scripts ----
04-03-2026 18:01:31-debug: sort script group...
04-03-2026 18:01:31-debug: Organize scripts start7%
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 196.93MB rss 254.78MB
04-03-2026 18:01:31-debug: run build task Query and organize assets success in 2 ms √7%
04-03-2026 18:01:31-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 18:01:31-debug: // ---- build task Init settings and config ----
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 196.95MB rss 254.81MB
04-03-2026 18:01:31-debug: Init settings and config start10%
04-03-2026 18:01:31-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 18:01:31-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 18:01:31-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 18:01:31-debug: builder.tasks.settings.macro start11%
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 196.97MB rss 254.83MB
04-03-2026 18:01:31-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
04-03-2026 18:01:31-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
04-03-2026 18:01:31-debug: Sort some build options to settings.json start11%
04-03-2026 18:01:31-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 196.99MB rss 254.89MB
04-03-2026 18:01:31-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 197.08MB rss 255.48MB
04-03-2026 18:01:31-debug: custom joint texture layouts start12%
04-03-2026 18:01:31-debug: // ---- build task custom joint texture layouts ----
04-03-2026 18:01:31-debug: run build task Sort some build options to settings.json success in 1 ms √12%
04-03-2026 18:01:31-debug: run build task custom joint texture layouts success in 1 ms √12%
04-03-2026 18:01:31-debug: // ---- build task custom joint physics ----
04-03-2026 18:01:31-debug: // ---- build task custom joint texture layouts ---- (1ms)
04-03-2026 18:01:31-debug: custom joint physics start12%
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 197.10MB rss 255.48MB
04-03-2026 18:01:31-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 18:01:31-debug: Fill script data to settings start13%
04-03-2026 18:01:31-debug: // ---- build task Fill script data to settings ----
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 197.11MB rss 255.48MB
04-03-2026 18:01:31-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 18:01:31-debug: // ---- build task Fill scene data to settings ----
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 197.13MB rss 255.48MB
04-03-2026 18:01:31-debug: Fill scene data to settings start13%
04-03-2026 18:01:31-debug: run build task Fill scene data to settings success in 0 ms √14%
04-03-2026 18:01:31-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 18:01:31-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 197.14MB rss 255.50MB
04-03-2026 18:01:31-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
04-03-2026 18:01:31-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 18:01:31-debug: Process: heapTotal 220.17MB heapUsed 197.17MB rss 255.50MB
04-03-2026 18:01:31-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 18:01:31-debug: options.md5Cache is false.
04-03-2026 18:01:31-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
04-03-2026 18:01:48-debug: refresh db internal success
04-03-2026 18:01:48-debug: asset-db:worker-effect-data-processing (131ms)
04-03-2026 18:01:48-debug: refresh db assets success
04-03-2026 18:01:48-debug: asset-db:refresh-all-database (156ms)
04-03-2026 18:01:56-debug: programming:execute-script (2ms)
04-03-2026 18:02:01-debug: Query all assets info in project
04-03-2026 18:02:01-debug: BuildAssetLibrary query-assets with assets 800
04-03-2026 18:02:01-debug:   Number of other assets: 650
04-03-2026 18:02:01-debug:   Number of all scenes: 1
04-03-2026 18:02:01-debug: // ---- build task Query asset bundle ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 195.31MB rss 251.89MB
04-03-2026 18:02:01-debug:   Number of all scripts: 6
04-03-2026 18:02:01-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 18:02:01-debug: Query asset bundle start0%
04-03-2026 18:02:01-debug: // ---- build task Query asset bundle ---- (2ms)
04-03-2026 18:02:01-debug: run build task Query asset bundle success in 2 ms √3%
04-03-2026 18:02:01-debug: // ---- build task Query and organize assets ----
04-03-2026 18:02:01-debug: Query and organize assets start3%
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.08MB rss 251.91MB
04-03-2026 18:02:01-debug: init bundle assets
04-03-2026 18:02:01-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 18:02:01-debug: Number of scenes: 1
04-03-2026 18:02:01-debug: // ---- build task Query and organize assets ---- (1ms)
04-03-2026 18:02:01-debug: run build task Query and organize assets success in 1 ms √7%
04-03-2026 18:02:01-debug: Organize scripts start7%
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.24MB rss 252.00MB
04-03-2026 18:02:01-debug: sort script group...
04-03-2026 18:02:01-debug: // ---- build task Organize scripts ----
04-03-2026 18:02:01-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 18:02:01-debug: Init settings and config start10%
04-03-2026 18:02:01-debug: // ---- build task Init settings and config ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.26MB rss 252.00MB
04-03-2026 18:02:01-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 18:02:01-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 18:02:01-debug: builder.tasks.settings.macro start11%
04-03-2026 18:02:01-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.28MB rss 252.06MB
04-03-2026 18:02:01-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
04-03-2026 18:02:01-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
04-03-2026 18:02:01-debug: Sort some build options to settings.json start11%
04-03-2026 18:02:01-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.30MB rss 252.06MB
04-03-2026 18:02:01-debug: // ---- build task Sort some build options to settings.json ---- (2ms)
04-03-2026 18:02:01-debug: run build task Sort some build options to settings.json success in 2 ms √12%
04-03-2026 18:02:01-debug: custom joint texture layouts start12%
04-03-2026 18:02:01-debug: // ---- build task custom joint texture layouts ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.36MB rss 252.22MB
04-03-2026 18:02:01-debug: // ---- build task custom joint texture layouts ---- (1ms)
04-03-2026 18:02:01-debug: run build task custom joint texture layouts success in 1 ms √12%
04-03-2026 18:02:01-debug: custom joint physics start12%
04-03-2026 18:02:01-debug: // ---- build task custom joint physics ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.38MB rss 252.27MB
04-03-2026 18:02:01-debug: // ---- build task custom joint physics ---- (1ms)
04-03-2026 18:02:01-debug: run build task custom joint physics success in 1 ms √13%
04-03-2026 18:02:01-debug: Fill script data to settings start13%
04-03-2026 18:02:01-debug: Fill scene data to settings start13%
04-03-2026 18:02:01-debug: // ---- build task Fill scene data to settings ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.39MB rss 252.28MB
04-03-2026 18:02:01-debug: // ---- build task Fill script data to settings ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.41MB rss 252.30MB
04-03-2026 18:02:01-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 18:02:01-debug: run build task Fill scene data to settings success in 1 ms √14%
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.42MB rss 252.33MB
04-03-2026 18:02:01-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 18:02:01-debug: // ---- build task Fill scene data to settings ---- (1ms)
04-03-2026 18:02:01-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 18:02:01-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
04-03-2026 18:02:01-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
04-03-2026 18:02:01-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 18:02:01-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 18:02:01-debug: Process: heapTotal 221.05MB heapUsed 196.46MB rss 252.39MB
04-03-2026 18:02:01-debug: options.md5Cache is false.
04-03-2026 18:02:01-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
04-03-2026 18:02:01-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
04-03-2026 18:02:37-debug: programming:execute-script (4ms)
04-03-2026 18:02:41-debug: Query all assets info in project
04-03-2026 18:02:41-debug: BuildAssetLibrary query-assets with assets 800
04-03-2026 18:02:41-debug:   Number of all scenes: 1
04-03-2026 18:02:41-debug:   Number of all scripts: 6
04-03-2026 18:02:41-debug:   Number of other assets: 650
04-03-2026 18:02:41-debug: Query asset bundle start0%
04-03-2026 18:02:41-debug: // ---- build task Query asset bundle ----
04-03-2026 18:02:41-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 18:02:41-debug: Process: heapTotal 218.05MB heapUsed 196.89MB rss 208.83MB
04-03-2026 18:02:41-debug: // ---- build task Query asset bundle ---- (4ms)
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 197.85MB rss 209.56MB
04-03-2026 18:02:41-debug: Query and organize assets start3%
04-03-2026 18:02:41-debug: init bundle assets
04-03-2026 18:02:41-debug: run build task Query asset bundle success in 4 ms √3%
04-03-2026 18:02:41-debug: // ---- build task Query and organize assets ----
04-03-2026 18:02:41-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 18:02:41-debug: Number of scenes: 1
04-03-2026 18:02:41-debug: // ---- build task Query and organize assets ---- (2ms)
04-03-2026 18:02:41-debug: // ---- build task Organize scripts ----
04-03-2026 18:02:41-debug: sort script group...
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.00MB rss 210.95MB
04-03-2026 18:02:41-debug: run build task Query and organize assets success in 2 ms √7%
04-03-2026 18:02:41-debug: Organize scripts start7%
04-03-2026 18:02:41-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 18:02:41-debug: Init settings and config start10%
04-03-2026 18:02:41-debug: // ---- build task Init settings and config ----
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.02MB rss 211.05MB
04-03-2026 18:02:41-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.04MB rss 211.25MB
04-03-2026 18:02:41-debug: builder.tasks.settings.macro start11%
04-03-2026 18:02:41-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 18:02:41-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 18:02:41-debug: run build task builder.tasks.settings.macro success in 0 ms √11%
04-03-2026 18:02:41-debug: Sort some build options to settings.json start11%
04-03-2026 18:02:41-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.06MB rss 211.36MB
04-03-2026 18:02:41-debug: // ---- build task Sort some build options to settings.json ---- (6ms)
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.11MB rss 211.70MB
04-03-2026 18:02:41-debug: custom joint texture layouts start12%
04-03-2026 18:02:41-debug: // ---- build task custom joint texture layouts ----
04-03-2026 18:02:41-debug: run build task Sort some build options to settings.json success in 6 ms √12%
04-03-2026 18:02:41-debug: // ---- build task custom joint texture layouts ---- (1ms)
04-03-2026 18:02:41-debug: run build task custom joint texture layouts success in 1 ms √12%
04-03-2026 18:02:41-debug: custom joint physics start12%
04-03-2026 18:02:41-debug: // ---- build task custom joint physics ----
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.13MB rss 211.70MB
04-03-2026 18:02:41-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 18:02:41-debug: Fill script data to settings start13%
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.15MB rss 211.70MB
04-03-2026 18:02:41-debug: // ---- build task Fill script data to settings ----
04-03-2026 18:02:41-debug: // ---- build task Fill script data to settings ---- (7ms)
04-03-2026 18:02:41-debug: Process: heapTotal 221.05MB heapUsed 198.17MB rss 211.77MB
04-03-2026 18:02:41-debug: Fill scene data to settings start13%
04-03-2026 18:02:41-debug: // ---- build task Fill scene data to settings ----
04-03-2026 18:02:41-debug: run build task Fill script data to settings success in 7 ms √13%
04-03-2026 18:02:41-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 18:02:41-debug: run build task Fill scene data to settings success in 0 ms √14%
04-03-2026 18:02:41-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
